,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Region,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
50454,32643746,02/10/2016 02:56:47 PM,02/12/2016 10:57:09 AM,DOE,School - PS 229 Dyker,School Maintenance,Plumbing Problem,School,11228,1400 BENSON AVENUE,BENSON AVENUE,BAY 7 STREET,14 AVENUE,,,,BROOKLYN,School,Closed,02/16/2016 02:40:05 PM,The Department of Education determined that this issue is not within its jurisdiction. Your complaint has been referred.,02/12/2016 10:50:35 AM,11 BROOKLYN,BROOKLYN,980536.0,161867.0,School - PS 229 Dyker,BROOKLYN,Region 7,BROOKLYN,NY,11228,N,,,,,,,,,,,,40.61096312789921,-74.01337649817596,"(40.61096312789921, -74.01337649817597)"
89849,32592599,02/03/2016 12:45:23 PM,02/11/2016 10:40:41 AM,DOE,School - Fannie Lou Hamer Freedom High School,School Maintenance,Plumbing Problem,School,10460,1021 JENNINGS STREET,JENNINGS STREET,WEST FARMS ROAD,BOONE AVENUE,,,,BRONX,School,Closed,02/10/2016 12:45:23 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 10:40:41 AM,03 BRONX,BRONX,1015726.0,242006.0,School - Fannie Lou Hamer Freedom High School,BRONX,Region 2,BRONX,NY,10460,N,,,,,,,,,,,,40.83086990669664,-73.8862600089152,"(40.83086990669664, -73.8862600089152)"
80369,32604457,02/04/2016 11:44:44 PM,02/11/2016 09:01:28 AM,DOE,School - PS 208 Alain L Locke,School Maintenance,Other School Condition,School,10026,21 WEST 111 STREET,WEST 111 STREET,LENOX AVENUE,5 AVENUE,,,,NEW YORK,School,Closed,02/11/2016 11:44:44 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 09:01:28 AM,10 MANHATTAN,MANHATTAN,998177.0,229968.0,School - PS 208 Alain L Locke,MANHATTAN,Region 10,NEW YORK,NY,10026,N,,,,,,,,,,,,40.797874073478816,-73.9496990934227,"(40.79787407347881, -73.94969909342268)"
88899,32594953,02/03/2016 03:03:32 PM,,DOE,School - IS 211 John Wilson,School Maintenance,Other School Condition,School,11236,1001 EAST 100 STREET,EAST 100 STREET,AVENUE K,AVENUE J,,,,BROOKLYN,School,Assigned,02/10/2016 03:03:32 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,18 BROOKLYN,BROOKLYN,1013053.0,173657.0,School - IS 211 John Wilson,BROOKLYN,Region 6,BROOKLYN,NY,11236,N,,,,,,,,,,,,40.64327814181389,-73.89621164273694,"(40.643278141813894, -73.89621164273694)"
81586,32598276,02/04/2016 05:51:59 PM,,DOE,"School - School of Math, Science, and Healthy Living",School Maintenance,Plumbing Problem,School,11220,6214 4 AVENUE,4 AVENUE,63 STREET,62 STREET,,,,BROOKLYN,School,Assigned,02/11/2016 05:51:59 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 BROOKLYN,BROOKLYN,978766.0,172290.0,"School - School of Math, Science, and Healthy Living",BROOKLYN,Region 7,BROOKLYN,NY,11220,N,,,,,,,,,,,,40.639571157691975,-74.01975987235406,"(40.639571157691975, -74.01975987235407)"
87033,32591695,02/03/2016 09:20:11 PM,02/11/2016 11:01:38 AM,DOE,School - James Madison High School,School Maintenance,Unclean Condition,School,11229,3787 BEDFORD AVENUE,BEDFORD AVENUE,QUENTIN ROAD,AVENUE P,,,,BROOKLYN,School,Closed,02/10/2016 09:20:11 PM,The Department of Education inspected the site and was not able to locate the reported condition.  If the condition persists please file a new service request with more details.,02/11/2016 11:01:39 AM,15 BROOKLYN,BROOKLYN,998546.0,161488.0,School - James Madison High School,BROOKLYN,Region 6,BROOKLYN,NY,11229,N,,,,,,,,,,,,40.60991209691931,-73.94851173465209,"(40.60991209691931, -73.9485117346521)"
80711,32603426,02/04/2016 09:59:48 PM,02/11/2016 03:19:33 PM,DOE,School - Young Women's Leadership School - Queens,School Maintenance,Unclean Condition,School,11432,150-91 87 ROAD,87 ROAD,155 STREET,150 STREET,,,,JAMAICA,School,Closed,02/11/2016 05:38:25 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:19:04 PM,12 QUEENS,QUEENS,1037922.0,197107.0,School - Young Women's Leadership School - Queens,QUEENS,Region 3,JAMAICA,NY,11432,N,,,,,,,,,,,,40.70752715733735,-73.80641249295978,"(40.70752715733735, -73.80641249295978)"
97022,32587878,02/02/2016 10:08:00 AM,02/11/2016 10:18:49 AM,DOE,School - The Lexington Academy,School Maintenance,Other School Condition,,10029,131 EAST 104 STREET,EAST 104 STREET,LEXINGTON AVENUE,PARK AVENUE,,,,NEW YORK,School,Closed,02/09/2016 10:08:00 AM,The Department of Education reviewed the service request and determined it to be a policy issue.  The request will be used for planning purposes.,02/11/2016 10:18:50 AM,11 MANHATTAN,MANHATTAN,998711.0,227529.0,School - The Lexington Academy,MANHATTAN,Region 9,NEW YORK,NY,10029,,,,,,,,,,,,,40.79117882209246,-73.94777566875706,"(40.79117882209246, -73.94777566875706)"
100383,32578899,02/01/2016 04:02:14 PM,02/04/2016 11:39:51 AM,DOE,School - 47 The American Sign Language and English Secondary School,School Maintenance,Unclean Condition,School,10010,223 EAST 23 STREET,EAST 23 STREET,2 AVENUE,3 AVENUE,,,,NEW YORK,School,Closed,02/08/2016 04:02:14 PM,The Department of Education reviewed the service request and determined it to be a policy issue.  The request will be used for planning purposes.,02/04/2016 11:39:51 AM,06 MANHATTAN,MANHATTAN,989112.0,208350.0,School - 47 The American Sign Language and English Secondary School,MANHATTAN,Region 9,NEW YORK,NY,10010,N,,,,,,,,,,,,40.738547917643146,-73.98245528565428,"(40.738547917643146, -73.98245528565428)"
72324,32615858,02/06/2016 02:53:51 PM,,DOE,School - Frank McCourt High School,School Maintenance,Other School Condition,School,10024,145 WEST 84 STREET,WEST 84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,,NEW YORK,School,Assigned,02/13/2016 02:53:51 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,991280.0,225567.0,School - Frank McCourt High School,MANHATTAN,Region 10,NEW YORK,NY,10024,N,,,,,,,,,,,,40.78580269394736,-73.97461396948108,"(40.78580269394736, -73.97461396948108)"
42336,32649075,02/11/2016 05:57:27 PM,02/12/2016 12:15:52 PM,DOE,School - Forest Hills High School,School Maintenance,Unclean Condition,School,11375,67-01 110 STREET,110 STREET,67 ROAD,67 AVENUE,,,,FOREST HILLS,School,Closed,02/18/2016 05:57:27 PM,The Department of Education completed the work and corrected the condition.,02/12/2016 12:15:52 PM,06 QUEENS,QUEENS,1027033.0,205055.0,School - Forest Hills High School,QUEENS,Region 3,FOREST HILLS,NY,11375,N,,,,,,,,,,,,40.72940182404943,-73.84563700637776,"(40.72940182404943, -73.84563700637776)"
81664,32598302,02/04/2016 05:38:25 PM,02/11/2016 03:19:33 PM,DOE,School - Young Women's Leadership School - Queens,School Maintenance,Unclean Condition,School,11432,150-91 87 ROAD,87 ROAD,155 STREET,150 STREET,,,,JAMAICA,School,Closed,02/11/2016 05:38:25 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:19:33 PM,12 QUEENS,QUEENS,1037922.0,197107.0,School - Young Women's Leadership School - Queens,QUEENS,Region 3,JAMAICA,NY,11432,N,,,,,,,,,,,,40.70752715733735,-73.80641249295978,"(40.70752715733735, -73.80641249295978)"
36900,32657764,02/12/2016 01:13:02 PM,,DOE,School - PS 333 Manhattan School for Children,School Maintenance,Rodents/Mice,School,10025,154 WEST 93 STREET,WEST 93 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,,NEW YORK,School,Assigned,02/19/2016 01:13:02 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,992323.0,227726.0,School - PS 333 Manhattan School for Children,MANHATTAN,Region 10,NEW YORK,NY,10025,N,,,,,,,,,,,,40.791727678361134,-73.97084499794414,"(40.79172767836113, -73.97084499794414)"
52703,32643231,02/10/2016 10:46:58 AM,02/11/2016 12:00:03 PM,DOE,School - IS 237,School Maintenance,Other School Condition,School,11355,46-21 COLDEN STREET,COLDEN STREET,JUNIPER AVENUE,GERANIUM AVENUE,,,,FLUSHING,School,Closed,02/17/2016 10:46:58 AM,The Department of Education completed the work and corrected the condition.,02/11/2016 12:00:03 PM,07 QUEENS,QUEENS,1033549.0,212406.0,School - IS 237,QUEENS,Region 3,FLUSHING,NY,11355,N,,,,,,,,,,,,40.749544536235035,-73.82207317214917,"(40.74954453623503, -73.82207317214917)"
88942,32592170,02/03/2016 02:59:06 PM,,DOE,School - High School of Hospitality Management,School Maintenance,Plumbing Problem,,10019,525 WEST 50 STREET,WEST 50 STREET,11 AVENUE,10 AVENUE,,,,NEW YORK,School,Assigned,02/10/2016 02:59:06 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,04 MANHATTAN,MANHATTAN,986276.0,218012.0,School - High School of Hospitality Management,MANHATTAN,Region 9,NEW YORK,NY,10019,,,,,,,,,,,,,40.765068766867735,-73.99268618978847,"(40.765068766867735, -73.99268618978847)"
81218,32602395,02/04/2016 07:42:21 PM,02/11/2016 03:19:33 PM,DOE,School - Young Women's Leadership School - Queens,School Maintenance,Unclean Condition,School,11432,150-91 87 ROAD,87 ROAD,155 STREET,150 STREET,,,,JAMAICA,School,Closed,02/11/2016 05:38:25 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:19:04 PM,12 QUEENS,QUEENS,1037922.0,197107.0,School - Young Women's Leadership School - Queens,QUEENS,Region 3,JAMAICA,NY,11432,N,,,,,,,,,,,,40.70752715733735,-73.80641249295978,"(40.70752715733735, -73.80641249295978)"
37074,32662955,02/12/2016 12:50:49 PM,,DOE,School - Women's Academy of Excellence,School Maintenance,Unclean Condition,School,10473,456 WHITE PLAINS ROAD,WHITE PLAINS ROAD,LACOMBE AVENUE,PATTERSON AVENUE,,,,BRONX,School,Assigned,02/19/2016 12:50:49 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,09 BRONX,BRONX,1023957.0,236133.0,School - Women's Academy of Excellence,BRONX,Region 2,BRONX,NY,10473,N,,,,,,,,,,,,40.8147170370515,-73.85655170844701,"(40.8147170370515, -73.85655170844701)"
56484,32636660,02/09/2016 04:00:23 PM,02/11/2016 11:32:54 AM,DOE,School - PS 85 Great Expectations,School Maintenance,Other School Condition,School,10458,2400 MARION AVENUE,MARION AVENUE,EAST 187 STREET,EAST 184 STREET,,,,BRONX,School,Closed,02/16/2016 04:00:23 PM,The Department of Education inspected the site and was not able to locate the reported condition.  If the condition persists please file a new service request with more details.,02/11/2016 11:32:54 AM,05 BRONX,BRONX,1013310.0,252288.0,School - PS 85 Great Expectations,BRONX,Region 1,BRONX,NY,10458,N,,,,,,,,,,,,40.85909923824363,-73.89494576978034,"(40.85909923824363, -73.89494576978034)"
94451,32585308,02/02/2016 04:11:15 PM,,DOE,School - PS 284 Lew Wallace,School Maintenance,Unclean Condition,School,11212,213 OSBORN STREET,OSBORN STREET,DEAD END,SUTTER AVENUE,,,,BROOKLYN,School,Assigned,02/09/2016 04:11:15 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,16 BROOKLYN,BROOKLYN,1009713.0,182433.0,School - PS 284 Lew Wallace,BROOKLYN,Region 5,BROOKLYN,NY,11212,N,,,,,,,,,,,,40.66737656075308,-73.90821381054589,"(40.66737656075308, -73.90821381054589)"
111704,32564551,01/30/2016 07:48:53 AM,,DOE,School - PS 165 Robert E Simon,School Maintenance,Rodents/Mice,,10025,234 WEST 109 STREET,WEST 109 STREET,BROADWAY,AMSTERDAM AVENUE,,,,NEW YORK,School,Assigned,02/06/2016 07:48:53 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,993833.0,231768.0,School - PS 165 Robert E Simon,MANHATTAN,Region 10,NEW YORK,NY,10025,,,,,,,,,,,,,40.80282036014533,-73.96538598455359,"(40.802820360145326, -73.9653859845536)"
81578,32602988,02/04/2016 05:54:34 PM,02/10/2016 03:22:13 PM,DOE,School - PS 39 Francis J Murphy Jr,School Maintenance,Graffiti,,10305,71 SAND LANE,SAND LANE,MC FARLAND AVENUE,MAJOR AVENUE,,,,STATEN ISLAND,School,Closed,02/07/2016 05:54:34 PM,The Department of Education completed the work and corrected the condition.,02/10/2016 03:22:13 PM,02 STATEN ISLAND,STATEN ISLAND,964386.0,157035.0,School - PS 39 Francis J Murphy Jr,STATEN ISLAND,Region 7,STATEN ISLAND,NY,10305,,,,,,,,,,,,,40.59767879038295,-74.07152878942739,"(40.59767879038295, -74.07152878942739)"
79294,32607480,02/05/2016 08:59:48 AM,02/11/2016 03:20:45 PM,DOE,School - JHS 217 Robert A Van Wyck,School Maintenance,Unclean Condition,School,11435,85-05 144 STREET,144 STREET,85 DRIVE,85 AVENUE,,,,JAMAICA,School,Closed,02/11/2016 03:32:02 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:20:26 PM,08 QUEENS,QUEENS,1036230.0,198013.0,School - JHS 217 Robert A Van Wyck,QUEENS,Region 3,JAMAICA,NY,11435,N,,,,,,,,,,,,40.710024008744476,-73.81250829045754,"(40.71002400874448, -73.81250829045754)"
76902,32606940,02/05/2016 02:22:55 PM,02/11/2016 10:51:37 AM,DOE,School - PS 194 Raoul Wallenberg,School Maintenance,Unclean Condition,School,11229,3117 AVENUE W,AVENUE W,KNAPP STREET,BRIGHAM STREET,,,,BROOKLYN,School,Closed,02/12/2016 02:22:55 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 10:51:37 AM,15 BROOKLYN,BROOKLYN,1002718.0,156698.0,School - PS 194 Raoul Wallenberg,BROOKLYN,Region 6,BROOKLYN,NY,11229,N,,,,,,,,,,,,40.596756812599104,-73.9334990221971,"(40.5967568125991, -73.9334990221971)"
5144,32705557,02/16/2016 12:43:02 PM,,DOE,School - Innovation Diploma Plus,School Maintenance,Unclean Condition,School,10024,145 WEST 84 STREET,WEST 84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,,NEW YORK,School,Assigned,02/23/2016 12:43:02 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,991280.0,225567.0,School - Innovation Diploma Plus,MANHATTAN,Region 10,NEW YORK,NY,10024,N,,,,,,,,,,,,40.78580269394736,-73.97461396948108,"(40.78580269394736, -73.97461396948108)"
79568,32610493,02/05/2016 07:58:07 AM,02/09/2016 10:08:35 AM,DOE,School - Queens Metropolitan High School,School Maintenance,Snow/Ice,School,11375,91-30 METROPOLITAN AVENUE,METROPOLITAN AVENUE,SELFRIDGE STREET,TROTTING COURSE LANE,,,,FOREST HILLS,School,Closed,02/12/2016 07:58:07 AM,The Department of Education completed the work and corrected the condition.,02/09/2016 10:08:35 AM,06 QUEENS,QUEENS,1023872.0,198501.0,School - Queens Metropolitan High School,QUEENS,Region 3,FOREST HILLS,NY,11375,N,,,,,,,,,,,,40.71142742207535,-73.85708059736909,"(40.711427422075346, -73.85708059736909)"
96776,32585927,02/02/2016 10:40:30 AM,,DOE,School - University Heights Secondary School,School Maintenance,Plumbing Problem,School,10455,701 ST ANNS AVENUE,ST ANNS AVENUE,EAST 156 STREET,RAE STREET,,,,BRONX,School,Assigned,02/09/2016 10:40:30 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,01 BRONX,BRONX,1008876.0,237400.0,School - University Heights Secondary School,BRONX,Region 9,BRONX,NY,10455,N,,,,,,,,,,,,40.81824950738604,-73.91102968824468,"(40.81824950738605, -73.91102968824467)"
43338,32654438,02/11/2016 03:48:42 PM,02/12/2016 10:37:16 AM,DOE,School - PS 229 Dyker,School Maintenance,Other School Condition,School,11228,1400 BENSON AVENUE,BENSON AVENUE,BAY 7 STREET,14 AVENUE,,,,BROOKLYN,School,Closed,02/18/2016 03:48:42 PM,The Department of Education determined that this issue is not within its jurisdiction. Your complaint has been referred.,02/12/2016 10:37:16 AM,11 BROOKLYN,BROOKLYN,980536.0,161867.0,School - PS 229 Dyker,BROOKLYN,Region 7,BROOKLYN,NY,11228,N,,,,,,,,,,,,40.61096312789921,-74.01337649817596,"(40.61096312789921, -74.01337649817597)"
108569,32566340,01/30/2016 10:37:54 PM,02/02/2016 09:57:06 AM,DOE,School - PS 153 Homecrest,School Maintenance,Other School Condition,School,11229,1970 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE T,AVENUE S,,,,BROOKLYN,School,Closed,02/06/2016 10:37:54 PM,The Department of Education completed the work and corrected the condition.,02/02/2016 09:57:06 AM,15 BROOKLYN,BROOKLYN,995419.0,158464.0,School - PS 153 Homecrest,BROOKLYN,Region 7,BROOKLYN,NY,11229,N,,,,,,,,,,,,40.60161632845633,-73.95977889129189,"(40.60161632845633, -73.95977889129189)"
80034,32609437,02/05/2016 02:33:36 AM,,DOE,School - PS 329 Surfside,School Maintenance,Unclean Condition,School,11224,2929 WEST 30 STREET,WEST 30 STREET,SURF AVENUE,MERMAID AVENUE,,,,BROOKLYN,School,Assigned,02/12/2016 02:33:36 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,13 BROOKLYN,BROOKLYN,985280.0,148621.0,School - PS 329 Surfside,BROOKLYN,Region 7,BROOKLYN,NY,11224,N,,,,,,,,,,,,40.57460623557571,-73.99629232805066,"(40.57460623557571, -73.99629232805066)"
100660,32578919,02/01/2016 03:18:25 PM,,DOE,School - PS 129 John H Finley,School Maintenance,Unclean Condition,School,10027,425 WEST 130 STREET,WEST 130 STREET,CONVENT AVENUE,ST NICHOLAS TERRACE,,,,NEW YORK,School,Assigned,02/08/2016 03:18:25 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,09 MANHATTAN,MANHATTAN,997561.0,236075.0,School - PS 129 John H Finley,MANHATTAN,Region 10,NEW YORK,NY,10027,N,,,,,,,,,,,,40.814637051020895,-73.95191182520792,"(40.8146370510209, -73.9519118252079)"
73010,32617421,02/06/2016 11:58:50 AM,,DOE,School - JHS 8 Richard S Grossley,School Maintenance,Rodents/Mice,,11433,108-35 167 STREET,167 STREET,108 DRIVE,108 ROAD,,,,JAMAICA,School,Assigned,02/13/2016 11:58:50 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,12 QUEENS,QUEENS,1043260.0,193353.0,School - JHS 8 Richard S Grossley,QUEENS,Region 3,JAMAICA,NY,11433,,,,,,,,,,,,,40.697189348411314,-73.78719202925842,"(40.69718934841131, -73.78719202925842)"
63025,32631449,02/08/2016 03:21:38 PM,,DOE,School - Brooklyn Dreams Charter School,School Maintenance,Unclean Condition,School,11230,259 PARKVILLE AVENUE,PARKVILLE AVENUE,EAST 8 STREET,OCEAN PARKWAY,,,,BROOKLYN,School,Assigned,02/15/2016 03:21:38 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,14 BROOKLYN,BROOKLYN,992664.0,169435.0,School - Brooklyn Dreams Charter School,BROOKLYN,Region 6,BROOKLYN,NY,11230,N,,,,,,,,,,,,40.63173249176656,-73.9696863531087,"(40.631732491766556, -73.96968635310871)"
81396,32603932,02/04/2016 06:46:17 PM,,DOE,School - Bronx Collegiate Academy,School Maintenance,Rodents/Mice,,10457,240 EAST 172 STREET,EAST 172 STREET,MORRIS AVENUE,SHERIDAN AVENUE,,,,BRONX,School,Assigned,02/11/2016 06:46:17 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,04 BRONX,BRONX,1008901.0,245478.0,School - Bronx Collegiate Academy,BRONX,Region 1,BRONX,NY,10457,,,,,,,,,,,,,40.84042122421226,-73.91090968465545,"(40.84042122421226, -73.91090968465546)"
55738,32639807,02/09/2016 05:58:53 PM,02/11/2016 11:21:44 AM,DOE,School - IS 141 The Steinway,School Maintenance,Heating Problem,School,11105,37-11 21 AVENUE,21 AVENUE,38 STREET,37 STREET,,,,ASTORIA,School,Closed,02/16/2016 05:58:53 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 11:21:44 AM,01 QUEENS,QUEENS,1010537.0,221859.0,School - IS 141 The Steinway,QUEENS,Region 4,ASTORIA,NY,11105,N,,,,,,,,,,,,40.77558892455206,-73.90508956590674,"(40.77558892455206, -73.90508956590674)"
85129,32598469,02/04/2016 09:56:20 AM,02/09/2016 03:22:08 PM,DOE,School - PS 52 Sheepshead Bay,School Maintenance,Unclean Condition,School,11235,2675 EAST 29 STREET,EAST 29 STREET,VOORHIES AVENUE,AVENUE Z,,,,BROOKLYN,School,Closed,02/11/2016 09:56:20 AM,The Department of Education completed the work and corrected the condition.,02/09/2016 03:22:08 PM,15 BROOKLYN,BROOKLYN,1000767.0,153477.0,School - PS 52 Sheepshead Bay,BROOKLYN,Region 6,BROOKLYN,NY,11235,N,,,,,,,,,,,,40.58791966642252,-73.9405322028767,"(40.58791966642252, -73.9405322028767)"
72353,32615857,02/06/2016 02:44:58 PM,02/11/2016 10:50:30 AM,DOE,School - PS 153 Homecrest,School Maintenance,Unclean Condition,School,11229,1970 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE T,AVENUE S,,,,BROOKLYN,School,Closed,02/13/2016 02:44:58 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 10:50:30 AM,15 BROOKLYN,BROOKLYN,995419.0,158464.0,School - PS 153 Homecrest,BROOKLYN,Region 7,BROOKLYN,NY,11229,N,,,,,,,,,,,,40.60161632845633,-73.95977889129189,"(40.60161632845633, -73.95977889129189)"
12330,32688703,02/15/2016 01:46:27 PM,,DOE,School - PS 101 The Verrazano,School Maintenance,Other School Condition,School,11214,2360 BENSON AVENUE,BENSON AVENUE,24 AVENUE,BAY 35 STREET,,,,BROOKLYN,School,Assigned,02/22/2016 01:46:27 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,11 BROOKLYN,BROOKLYN,986557.0,157094.0,School - PS 101 The Verrazano,BROOKLYN,Region 7,BROOKLYN,NY,11214,N,,,,,,,,,,,,40.59786269383996,-73.99169264228671,"(40.59786269383995, -73.99169264228671)"
93244,32588675,02/02/2016 08:17:11 PM,,DOE,School - W H Maxwell Career and Technical Education High School,School Maintenance,Unclean Condition,School,11207,145 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,,,,BROOKLYN,School,Assigned,02/09/2016 08:17:11 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,05 BROOKLYN,BROOKLYN,1012979.0,184899.0,School - W H Maxwell Career and Technical Education High School,BROOKLYN,Region 5,BROOKLYN,NY,11207,N,,,,,,,,,,,,40.674135178775394,-73.89643039746285,"(40.6741351787754, -73.89643039746284)"
82260,32598284,02/04/2016 04:01:16 PM,02/09/2016 03:19:56 PM,DOE,School - PS 215 Morris H Weiss,School Maintenance,Unclean Condition,School,11223,415 AVENUE S,AVENUE S,EAST 3 STREET,EAST 2 STREET,,,,BROOKLYN,School,Closed,02/11/2016 04:01:16 PM,The Department of Education completed the work and corrected the condition.,02/09/2016 03:19:56 PM,15 BROOKLYN,BROOKLYN,992577.0,158633.0,School - PS 215 Morris H Weiss,BROOKLYN,Region 7,BROOKLYN,NY,11223,N,,,,,,,,,,,,40.602083325174796,-73.97001311580375,"(40.6020833251748, -73.97001311580375)"
79617,32610858,02/05/2016 07:42:15 AM,02/11/2016 09:12:44 AM,DOE,School - PS 188 The Island School,School Maintenance,Other School Condition,School,10002,442 EAST HOUSTON STREET,EAST HOUSTON STREET,BARUCH DRIVE,LILLIAN WALD DRIVE,,,,NEW YORK,School,Closed,02/12/2016 07:42:15 AM,The Department of Education completed the work and corrected the condition.,02/11/2016 09:12:44 AM,03 MANHATTAN,MANHATTAN,990375.0,201446.0,School - PS 188 The Island School,MANHATTAN,Region 9,NEW YORK,NY,10002,N,,,,,,,,,,,,40.71959734020397,-73.97790398594327,"(40.71959734020397, -73.97790398594327)"
100302,32580892,02/01/2016 04:14:59 PM,02/09/2016 03:23:16 PM,DOE,School - PS 48 Mapleton,School Maintenance,Other School Condition,School,11204,6015 18 AVENUE,18 AVENUE,61 STREET,60 STREET,,,,BROOKLYN,School,Closed,02/08/2016 04:14:59 PM,The Department of Education completed the work and corrected the condition.,02/09/2016 03:23:16 PM,12 BROOKLYN,BROOKLYN,987749.0,165841.0,School - PS 48 Mapleton,BROOKLYN,Region 7,BROOKLYN,NY,11204,N,,,,,,,,,,,,40.62187102206402,-73.98739579537026,"(40.62187102206402, -73.98739579537025)"
51188,32644480,02/10/2016 01:35:21 PM,02/11/2016 11:00:29 AM,DOE,School - PS Q811,School Maintenance,Unclean Condition,School,11362,61-25 MARATHON PARKWAY,MARATHON PARKWAY,63 AVENUE,61 AVENUE,,,,LITTLE NECK,School,Closed,02/17/2016 01:35:21 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 11:00:29 AM,11 QUEENS,QUEENS,1059194.0,215107.0,School - PS Q811,QUEENS,Region 3,LITTLE NECK,NY,11362,N,,,,,,,,,,,,40.756777900761364,-73.72948724642184,"(40.75677790076137, -73.72948724642185)"
49931,32643724,02/10/2016 04:10:51 PM,02/11/2016 10:52:42 AM,DOE,School - River East Elementary,School Maintenance,Unclean Condition,School,10035,508 EAST 120 STREET,EAST 120 STREET,PLEASANT AVENUE,PLEASANT AVENUE,,,,NEW YORK,School,Closed,02/17/2016 04:10:51 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 10:52:42 AM,11 MANHATTAN,MANHATTAN,1003391.0,229823.0,School - River East Elementary,MANHATTAN,Region 9,NEW YORK,NY,10035,N,,,,,,,,,,,,40.79746633195261,-73.93086782490434,"(40.797466331952606, -73.93086782490435)"
101668,32581587,02/01/2016 12:59:54 PM,,DOE,School - PS 333 Manhattan School for Children,School Maintenance,Rodents/Mice,School,10025,154 WEST 93 STREET,WEST 93 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,,NEW YORK,School,Assigned,02/04/2016 03:19:05 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,992323.0,227726.0,School - PS 333 Manhattan School for Children,MANHATTAN,Region 10,NEW YORK,NY,10025,N,,,,,,,,,,,,40.791727678361134,-73.97084499794414,"(40.79172767836113, -73.97084499794414)"
82465,32598283,02/04/2016 03:32:02 PM,02/11/2016 03:20:45 PM,DOE,School - JHS 217 Robert A Van Wyck,School Maintenance,Unclean Condition,School,11435,85-05 144 STREET,144 STREET,85 DRIVE,85 AVENUE,,,,JAMAICA,School,Closed,02/11/2016 03:32:02 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:20:45 PM,08 QUEENS,QUEENS,1036230.0,198013.0,School - JHS 217 Robert A Van Wyck,QUEENS,Region 3,JAMAICA,NY,11435,N,,,,,,,,,,,,40.710024008744476,-73.81250829045754,"(40.71002400874448, -73.81250829045754)"
